,Unnamed: 0.1,Unnamed: 0,Document Title,Authors,Author Affiliations,Universities,Publication Year,DOI,Publisher,citation
0,0,0,,,,,,,,0.0
1,1,1,A Blockchain-based Model Migration Approach for Secure and Sustainable Federated Learning in IoT Systems,C. Zhang; Y. Xu; H. Elahi; D. Zhang; Y. Tan; J. Chen; Y. Zhang,China,"['Hunan University', 'Umea University', 'Central South University']",2022.0,10.1109/JIOT.2022.3171926,IEEE,0.0
2,2,2,A Blockchain-based Model Migration Approach for Secure and Sustainable Federated Learning in IoT Systems,C. Zhang; Y. Xu; H. Elahi; D. Zhang; Y. Tan; J. Chen; Y. Zhang,Sweden,"['Hunan University', 'Umea University', 'Central South University']",2022.0,10.1109/JIOT.2022.3171926,IEEE,0.0
3,3,3,BESIFL: Blockchain Empowered Secure and Incentive Federated Learning Paradigm in IoT,Y. Xu; Z. Lu; K. Gai; Q. Duan; J. Lin; J. Wu; K. -K. R. Choo,China,"['Fudan University', 'The Pennsylvania State University', 'University of Texas at San Antonio']",2021.0,10.1109/JIOT.2021.3138693,IEEE,2.0
4,4,4,BESIFL: Blockchain Empowered Secure and Incentive Federated Learning Paradigm in IoT,Y. Xu; Z. Lu; K. Gai; Q. Duan; J. Lin; J. Wu; K. -K. R. Choo,USA,"['Fudan University', 'The Pennsylvania State University', 'University of Texas at San Antonio']",2021.0,10.1109/JIOT.2021.3138693,IEEE,2.0
5,5,5,BESIFL: Blockchain Empowered Secure and Incentive Federated Learning Paradigm in IoT,Y. Xu; Z. Lu; K. Gai; Q. Duan; J. Lin; J. Wu; K. -K. R. Choo,at,"['Fudan University', 'The Pennsylvania State University', 'University of Texas at San Antonio']",2021.0,10.1109/JIOT.2021.3138693,IEEE,2.0
6,6,6,BPPS:Blockchain-Enabled Privacy-Preserving Scheme for Demand-Response Management in Smart Grid Environments,K. Park; J. Lee; A. K. Das; Y. Park,India,['Kyungpook National University'],2022.0,10.1109/TDSC.2022.3163138,IEEE,3.0
7,7,7,TRUCON: Blockchain-Based Trusted Data Sharing With Congestion Control in Internet of Vehicles,M. Yuan; Y. Xu; C. Zhang; Y. Tan; Y. Wang; J. Ren; Y. Zhang,China,"['Central South University', 'Zhejiang University', 'Hunan University', 'Tsinghua University']",2022.0,10.1109/TITS.2022.3226500,IEEE,0.0
8,8,8,Conditional Anonymous Remote Healthcare Data Sharing Over Blockchain,J. Liu; W. Jiang; R. Sun; A. K. Bashir; M. D. Alshehri; Q. Hua; K. Yu,Japan,"['Xidian University', 'Manchester Metropolitan University', 'Taif University', 'Hubei University of Arts and Science', 'Hosei University']",2022.0,10.1109/JBHI.2022.3183397,IEEE,0.0
9,9,9,Conditional Anonymous Remote Healthcare Data Sharing Over Blockchain,J. Liu; W. Jiang; R. Sun; A. K. Bashir; M. D. Alshehri; Q. Hua; K. Yu,China,"['Xidian University', 'Manchester Metropolitan University', 'Taif University', 'Hubei University of Arts and Science', 'Hosei University']",2022.0,10.1109/JBHI.2022.3183397,IEEE,0.0
10,10,10,Secure and Efficiently Searchable IoT Communication Data Management Model: Using Blockchain as a new tool,H. Zhang; X. Zhang; Z. Guo; H. Wang; D. Cui; Q. Wen,China,['Beijing University of Posts and Telecommunications'],2021.0,10.1109/JIOT.2021.3121482,IEEE,0.0
11,11,11,MSTDB: A Hybrid Storage-Empowered Scalable Semantic Blockchain Database,E. Zhou; Z. Hong; Y. Xiao; D. Zhao; Q. Pei; S. Guo; R. Akerkar,Hong Kong,"['Xidian University', 'The Hong Kong Polytechnic University', 'Universities of Shaanxi Province']",2022.0,10.1109/TKDE.2022.3220522,IEEE,0.0
12,12,12,MSTDB: A Hybrid Storage-Empowered Scalable Semantic Blockchain Database,E. Zhou; Z. Hong; Y. Xiao; D. Zhao; Q. Pei; S. Guo; R. Akerkar,Norway,"['Xidian University', 'The Hong Kong Polytechnic University', 'Universities of Shaanxi Province']",2022.0,10.1109/TKDE.2022.3220522,IEEE,0.0
13,13,13,MSTDB: A Hybrid Storage-Empowered Scalable Semantic Blockchain Database,E. Zhou; Z. Hong; Y. Xiao; D. Zhao; Q. Pei; S. Guo; R. Akerkar,China,"['Xidian University', 'The Hong Kong Polytechnic University', 'Universities of Shaanxi Province']",2022.0,10.1109/TKDE.2022.3220522,IEEE,0.0
14,14,14,MSTDB: A Hybrid Storage-Empowered Scalable Semantic Blockchain Database,E. Zhou; Z. Hong; Y. Xiao; D. Zhao; Q. Pei; S. Guo; R. Akerkar,at,"['Xidian University', 'The Hong Kong Polytechnic University', 'Universities of Shaanxi Province']",2022.0,10.1109/TKDE.2022.3220522,IEEE,0.0
15,15,15,Blockchain-enabled Secure and Trusted Federated Data Sharing in IIoT,Z. Zhou; Y. Tian; J. Xiong; J. Ma; C. Peng,China,"['Guilin University of Electronic Technology', 'Guizhou University']",2022.0,10.1109/TII.2022.3215192,IEEE,0.0
16,16,16,A Tractable Probabilistic Approach to Analyze Sybil Attacks in Sharding-Based Blockchain Protocols,A. Hafid; A. S. Hafid; M. Samih,Morocco,"['University of Montreal', 'University of Moulay Ismail']",2022.0,10.1109/TETC.2022.3179638,IEEE,1.0
17,17,17,A Tractable Probabilistic Approach to Analyze Sybil Attacks in Sharding-Based Blockchain Protocols,A. Hafid; A. S. Hafid; M. Samih,Canada,"['University of Montreal', 'University of Moulay Ismail']",2022.0,10.1109/TETC.2022.3179638,IEEE,1.0
18,18,18,Immutable Log Storage as a Service on Private and Public Blockchains,W. Pourmajidi; L. Zhang; J. Steinbacher; T. Erwin; A. Miranskyy,Canada,['Ryerson University'],2021.0,10.1109/TSC.2021.3120690,IEEE,1.0
19,19,19,Immutable Log Storage as a Service on Private and Public Blockchains,W. Pourmajidi; L. Zhang; J. Steinbacher; T. Erwin; A. Miranskyy,United States,['Ryerson University'],2021.0,10.1109/TSC.2021.3120690,IEEE,1.0
20,20,20,GpDB: A Graph-partition Based Storage Strategy for DAG-Blockchain in Edge-cloud IIoT,Z. Liao; S. Cheng; J. Zhang; W. Wu; J. Wang; P. K. Sharma,China,"['410114 Changsha University of Science and Technology', '41011 University of Aberdeen']",2022.0,10.1109/TII.2022.3162201,IEEE,0.0
21,21,21,GpDB: A Graph-partition Based Storage Strategy for DAG-Blockchain in Edge-cloud IIoT,Z. Liao; S. Cheng; J. Zhang; W. Wu; J. Wang; P. K. Sharma,United States,"['410114 Changsha University of Science and Technology', '41011 University of Aberdeen']",2022.0,10.1109/TII.2022.3162201,IEEE,0.0
22,22,22,GpDB: A Graph-partition Based Storage Strategy for DAG-Blockchain in Edge-cloud IIoT,Z. Liao; S. Cheng; J. Zhang; W. Wu; J. Wang; P. K. Sharma,Co,"['410114 Changsha University of Science and Technology', '41011 University of Aberdeen']",2022.0,10.1109/TII.2022.3162201,IEEE,0.0
23,23,23,GpDB: A Graph-partition Based Storage Strategy for DAG-Blockchain in Edge-cloud IIoT,Z. Liao; S. Cheng; J. Zhang; W. Wu; J. Wang; P. K. Sharma,Ireland,"['410114 Changsha University of Science and Technology', '41011 University of Aberdeen']",2022.0,10.1109/TII.2022.3162201,IEEE,0.0
24,24,24,DS2PM:A Data Sharing Privacy Protection Model Based on Blockchain and Federated Learning,Y. Chen; J. Li; F. Wang; K. Yue; Y. Li; B. Xing; L. Zhang; L. Chen,China,['Sichuan University'],2021.0,10.1109/JIOT.2021.3134755,IEEE,2.0
25,25,25,"Protecting Vaccine Safety: An Improved, Blockchain-Based, Storage-Efficient Scheme",L. Cui; Z. Xiao; F. Chen; H. Dai; J. Li,China,"['Shenzhen University', 'Nanjing University of Posts and Telecommunications']",2022.0,10.1109/TCYB.2022.3163743,IEEE,0.0
26,26,26,"Protecting Vaccine Safety: An Improved, Blockchain-Based, Storage-Efficient Scheme",L. Cui; Z. Xiao; F. Chen; H. Dai; J. Li,SZ,"['Shenzhen University', 'Nanjing University of Posts and Telecommunications']",2022.0,10.1109/TCYB.2022.3163743,IEEE,0.0
27,27,27,Cooperative Task Offloading and Block Mining in Blockchain-based Edge Computing with Multi-agent Deep Reinforcement Learning,D. Nguyen; M. Ding; P. Pathirana; A. Seneviratne; J. Li; V. Poor,Australia,"['Deakin University Faculty of Science Engineering and Built Environment', 'University of New South Wales', 'Nanjing University of Science and Technology', 'Princeton University']",2021.0,10.1109/TMC.2021.3120050,IEEE,4.0
28,28,28,Cooperative Task Offloading and Block Mining in Blockchain-based Edge Computing with Multi-agent Deep Reinforcement Learning,D. Nguyen; M. Ding; P. Pathirana; A. Seneviratne; J. Li; V. Poor,China,"['Deakin University Faculty of Science Engineering and Built Environment', 'University of New South Wales', 'Nanjing University of Science and Technology', 'Princeton University']",2021.0,10.1109/TMC.2021.3120050,IEEE,4.0
29,29,29,Cooperative Task Offloading and Block Mining in Blockchain-based Edge Computing with Multi-agent Deep Reinforcement Learning,D. Nguyen; M. Ding; P. Pathirana; A. Seneviratne; J. Li; V. Poor,United States,"['Deakin University Faculty of Science Engineering and Built Environment', 'University of New South Wales', 'Nanjing University of Science and Technology', 'Princeton University']",2021.0,10.1109/TMC.2021.3120050,IEEE,4.0
30,30,30,Cooperative Task Offloading and Block Mining in Blockchain-based Edge Computing with Multi-agent Deep Reinforcement Learning,D. Nguyen; M. Ding; P. Pathirana; A. Seneviratne; J. Li; V. Poor,Jersey,"['Deakin University Faculty of Science Engineering and Built Environment', 'University of New South Wales', 'Nanjing University of Science and Technology', 'Princeton University']",2021.0,10.1109/TMC.2021.3120050,IEEE,4.0
31,31,31,Blockchain and Federated Edge Learning for Privacy-Preserving Mobile Crowdsensing,Q. Hu; Z. Wang; M. Xu; X. Cheng,China,"['Indiana UniversityPurdue University Indianapolis', 'Shandong University']",2021.0,10.1109/JIOT.2021.3128155,IEEE,3.0
32,32,32,Blockchain and Federated Edge Learning for Privacy-Preserving Mobile Crowdsensing,Q. Hu; Z. Wang; M. Xu; X. Cheng,USA,"['Indiana UniversityPurdue University Indianapolis', 'Shandong University']",2021.0,10.1109/JIOT.2021.3128155,IEEE,3.0
33,33,33,A Blockchain Framework in Post-Quantum Decentralization,R. Saha; G. Kumar; T. Devgun; W. Buchanan; R. Thomas; M. Alazab; T. -H. Kim; J. Rodrigues,India,"['Lovely Professional University', 'Edinburgh Napier University', 'Charles Darwin University', 'Sungshin Womens University']",2021.0,10.1109/TSC.2021.3116896,IEEE,2.0
34,34,34,A Blockchain Framework in Post-Quantum Decentralization,R. Saha; G. Kumar; T. Devgun; W. Buchanan; R. Thomas; M. Alazab; T. -H. Kim; J. Rodrigues,Australia,"['Lovely Professional University', 'Edinburgh Napier University', 'Charles Darwin University', 'Sungshin Womens University']",2021.0,10.1109/TSC.2021.3116896,IEEE,2.0
35,35,35,A Blockchain Framework in Post-Quantum Decentralization,R. Saha; G. Kumar; T. Devgun; W. Buchanan; R. Thomas; M. Alazab; T. -H. Kim; J. Rodrigues,MG,"['Lovely Professional University', 'Edinburgh Napier University', 'Charles Darwin University', 'Sungshin Womens University']",2021.0,10.1109/TSC.2021.3116896,IEEE,2.0
36,36,36,A Blockchain Framework in Post-Quantum Decentralization,R. Saha; G. Kumar; T. Devgun; W. Buchanan; R. Thomas; M. Alazab; T. -H. Kim; J. Rodrigues,Brazil,"['Lovely Professional University', 'Edinburgh Napier University', 'Charles Darwin University', 'Sungshin Womens University']",2021.0,10.1109/TSC.2021.3116896,IEEE,2.0
37,37,37,A Blockchain Framework in Post-Quantum Decentralization,R. Saha; G. Kumar; T. Devgun; W. Buchanan; R. Thomas; M. Alazab; T. -H. Kim; J. Rodrigues,Ireland,"['Lovely Professional University', 'Edinburgh Napier University', 'Charles Darwin University', 'Sungshin Womens University']",2021.0,10.1109/TSC.2021.3116896,IEEE,2.0
38,38,38,A Blockchain Framework in Post-Quantum Decentralization,R. Saha; G. Kumar; T. Devgun; W. Buchanan; R. Thomas; M. Alazab; T. -H. Kim; J. Rodrigues,IT,"['Lovely Professional University', 'Edinburgh Napier University', 'Charles Darwin University', 'Sungshin Womens University']",2021.0,10.1109/TSC.2021.3116896,IEEE,2.0
39,39,39,A Blockchain Framework in Post-Quantum Decentralization,R. Saha; G. Kumar; T. Devgun; W. Buchanan; R. Thomas; M. Alazab; T. -H. Kim; J. Rodrigues,do,"['Lovely Professional University', 'Edinburgh Napier University', 'Charles Darwin University', 'Sungshin Womens University']",2021.0,10.1109/TSC.2021.3116896,IEEE,2.0
40,40,40,BLOWN: A Blockchain Protocol for Single-Hop Wireless Networks under Adversarial SINR,M. Xu; F. Zhao; Y. Zou; C. Liu; X. Cheng; F. Dressler,United States,"['George Washington University', '200520086 Guangxi Colleges and Universities Key Laboratory of Complex System Optimization and Big Data Processing', 'Yulin Normal University', 'Shandong University']",2022.0,10.1109/TMC.2022.3162117,IEEE,1.0
41,41,41,BLOWN: A Blockchain Protocol for Single-Hop Wireless Networks under Adversarial SINR,M. Xu; F. Zhao; Y. Zou; C. Liu; X. Cheng; F. Dressler,China,"['George Washington University', '200520086 Guangxi Colleges and Universities Key Laboratory of Complex System Optimization and Big Data Processing', 'Yulin Normal University', 'Shandong University']",2022.0,10.1109/TMC.2022.3162117,IEEE,1.0
42,42,42,BLOWN: A Blockchain Protocol for Single-Hop Wireless Networks under Adversarial SINR,M. Xu; F. Zhao; Y. Zou; C. Liu; X. Cheng; F. Dressler,Germany,"['George Washington University', '200520086 Guangxi Colleges and Universities Key Laboratory of Complex System Optimization and Big Data Processing', 'Yulin Normal University', 'Shandong University']",2022.0,10.1109/TMC.2022.3162117,IEEE,1.0
43,43,43,HyperMaze: Towards Privacy-Preserving and Scalable Permissioned Blockchain,W. Liu; Z. Wan; J. Shao; Y. Yu,China,"['Shandong University', 'Zhejiang Gongshang University', 'Shaanxi Normal University']",2021.0,10.1109/TDSC.2021.3133840,IEEE,0.0
44,44,44,Evolved PoW: Integrating the Matrix Computation in Machine Learning into Blockchain Mining,Y. Wei; Z. An; S. Leng; K. Yang,China,"['University of Electronic Science and Technology of China', 'University of Essex']",2022.0,10.1109/JIOT.2022.3165973,IEEE,0.0
45,45,45,Evolved PoW: Integrating the Matrix Computation in Machine Learning into Blockchain Mining,Y. Wei; Z. An; S. Leng; K. Yang,UK,"['University of Electronic Science and Technology of China', 'University of Essex']",2022.0,10.1109/JIOT.2022.3165973,IEEE,0.0
46,46,46,Toward On-Device Federated Learning: A Direct Acyclic Graph-Based Blockchain Approach,M. Cao; L. Zhang; B. Cao,China,"['Beijing University of Posts and Telecommunications', 'University of Electronic Science and Technology of China']",2021.0,10.1109/TNNLS.2021.3105810,IEEE,5.0
47,47,47,Resource Management and Pricing for Cloud Computing based Mobile Blockchain with Pooling,W. Junfei; J. Li; Z. Gao; Z. Han; C. Qiu; X. Wang,China,"['Tianjin University', 'University of Houston', 'email zhan2uhedu Tianjin University']",2021.0,10.1109/TCC.2021.3081580,IEEE,3.0
48,48,48,Resource Management and Pricing for Cloud Computing based Mobile Blockchain with Pooling,W. Junfei; J. Li; Z. Gao; Z. Han; C. Qiu; X. Wang,United States,"['Tianjin University', 'University of Houston', 'email zhan2uhedu Tianjin University']",2021.0,10.1109/TCC.2021.3081580,IEEE,3.0
49,49,49,DRL-Based V2V Computation Offloading for Blockchain-Enabled Vehicular Networks,J. Shi; J. Du; Y. Shen; J. Wang; J. Yuan; Z. Han,China,"['Tsinghua University', 'University of Houston']",2022.0,10.1109/TMC.2022.3153346,IEEE,2.0
50,50,50,DRL-Based V2V Computation Offloading for Blockchain-Enabled Vehicular Networks,J. Shi; J. Du; Y. Shen; J. Wang; J. Yuan; Z. Han,United States,"['Tsinghua University', 'University of Houston']",2022.0,10.1109/TMC.2022.3153346,IEEE,2.0
51,51,51,Pricing and Budget Allocation for IoT Blockchain with Edge Computing,X. Ding; J. Guo; D. Li; W. Wu,United States,"['Beijing University of Technology', 'Beijing Normal University', 'Renmin University of China', 'The University of Texas at Dallas']",2022.0,10.1109/TCC.2022.3150766,IEEE,1.0
52,52,52,Pricing and Budget Allocation for IoT Blockchain with Edge Computing,X. Ding; J. Guo; D. Li; W. Wu,China,"['Beijing University of Technology', 'Beijing Normal University', 'Renmin University of China', 'The University of Texas at Dallas']",2022.0,10.1109/TCC.2022.3150766,IEEE,1.0
53,53,53,Pricing and Budget Allocation for IoT Blockchain with Edge Computing,X. Ding; J. Guo; D. Li; W. Wu,at,"['Beijing University of Technology', 'Beijing Normal University', 'Renmin University of China', 'The University of Texas at Dallas']",2022.0,10.1109/TCC.2022.3150766,IEEE,1.0
54,54,54,Empowering Next-Generation IoT WLANs Through Blockchain and 802.11ax Technologies,A. Z. Abyaneh; N. Zorba; B. Hamdaoui,Qatar,"['Qatar University', 'Oregon State University']",2022.0,10.1109/TITS.2022.3153484,IEEE,0.0
55,55,55,Empowering Next-Generation IoT WLANs Through Blockchain and 802.11ax Technologies,A. Z. Abyaneh; N. Zorba; B. Hamdaoui,USA,"['Qatar University', 'Oregon State University']",2022.0,10.1109/TITS.2022.3153484,IEEE,0.0
56,56,56,Byzantine-Fault-Tolerant Consensus via Reinforcement Learning for Permissioned Blockchain-Empowered V2X Network,S. Kim; A. S. Ibrahim,Georgia,"['Georgia Southern University', 'Florida International University']",2022.0,10.1109/TIV.2022.3168575,IEEE,0.0
57,57,57,Byzantine-Fault-Tolerant Consensus via Reinforcement Learning for Permissioned Blockchain-Empowered V2X Network,S. Kim; A. S. Ibrahim,United States,"['Georgia Southern University', 'Florida International University']",2022.0,10.1109/TIV.2022.3168575,IEEE,0.0
58,58,58,Privacy-Aware Double Auction with Time-Dependent Valuation for Blockchain-based Dynamic Spectrum Sharing in IoT Systems,K. Zhu; L. Huang; J. Nie; Y. Zhang; Z. Xiong; H. -N. Dai; J. Jin,China,"['Nanjing University of Aeronautics and Astronautics', 'Nanyang Technological University', 'Singapore University of Technology and Design', 'Lingnan University']",2022.0,10.1109/JIOT.2022.3165819,IEEE,0.0
59,59,59,Privacy-Aware Double Auction with Time-Dependent Valuation for Blockchain-based Dynamic Spectrum Sharing in IoT Systems,K. Zhu; L. Huang; J. Nie; Y. Zhang; Z. Xiong; H. -N. Dai; J. Jin,is,"['Nanjing University of Aeronautics and Astronautics', 'Nanyang Technological University', 'Singapore University of Technology and Design', 'Lingnan University']",2022.0,10.1109/JIOT.2022.3165819,IEEE,0.0
60,60,60,Privacy-Aware Double Auction with Time-Dependent Valuation for Blockchain-based Dynamic Spectrum Sharing in IoT Systems,K. Zhu; L. Huang; J. Nie; Y. Zhang; Z. Xiong; H. -N. Dai; J. Jin,Singapore,"['Nanjing University of Aeronautics and Astronautics', 'Nanyang Technological University', 'Singapore University of Technology and Design', 'Lingnan University']",2022.0,10.1109/JIOT.2022.3165819,IEEE,0.0
61,61,61,Enhancing OAuth with Blockchain Technologies for Data Portability,S. -C. Cha; C. -L. Chang; Y. Xiang; Z. -J. Huang; K. -H. Yeh,Taiwan,"['National Taiwan University of Science and Technology', 'Swinburne University of Technology', 'National Dong Hwa University']",2021.0,10.1109/TCC.2021.3094846,IEEE,0.0
62,62,62,Enhancing OAuth with Blockchain Technologies for Data Portability,S. -C. Cha; C. -L. Chang; Y. Xiang; Z. -J. Huang; K. -H. Yeh,Australia,"['National Taiwan University of Science and Technology', 'Swinburne University of Technology', 'National Dong Hwa University']",2021.0,10.1109/TCC.2021.3094846,IEEE,0.0
63,63,63,Towards Public Verifiable and Forward-Privacy Encrypted Search by Using Blockchain,Y. Guo; C. Zhang; C. Wang; X. Jia,Hong Kong,"['Beijing Normal University', 'City University of Hong Kong']",2022.0,10.1109/TDSC.2022.3173291,IEEE,0.0
64,64,64,Towards Public Verifiable and Forward-Privacy Encrypted Search by Using Blockchain,Y. Guo; C. Zhang; C. Wang; X. Jia,China,"['Beijing Normal University', 'City University of Hong Kong']",2022.0,10.1109/TDSC.2022.3173291,IEEE,0.0
65,65,65,A Federated Learning and Blockchain-enabled Sustainable Energy-Trade at the Edge: A Framework for Industry 4.0,S. Otoum; I. A. Ridhawi; H. Mouftah,Canada,"['Zayed University', 'Kuwait University of Ottawa']",2022.0,10.1109/JIOT.2022.3140430,IEEE,5.0
66,66,66,A Federated Learning and Blockchain-enabled Sustainable Energy-Trade at the Edge: A Framework for Industry 4.0,S. Otoum; I. A. Ridhawi; H. Mouftah,UAE,"['Zayed University', 'Kuwait University of Ottawa']",2022.0,10.1109/JIOT.2022.3140430,IEEE,5.0
67,67,67,A Federated Learning and Blockchain-enabled Sustainable Energy-Trade at the Edge: A Framework for Industry 4.0,S. Otoum; I. A. Ridhawi; H. Mouftah,Kuwait,"['Zayed University', 'Kuwait University of Ottawa']",2022.0,10.1109/JIOT.2022.3140430,IEEE,5.0
68,68,68,Resource Sharing and Trading of Blockchain Radio Access Networks: Architecture and Prototype Design,Y. Le; X. Ling; J. Wang; R. Guo; Y. Huang; C. -X. Wang; X. You,China,['Southeast University'],2021.0,10.1109/JIOT.2021.3135414,IEEE,3.0
69,69,69,Eunomia: Anonymous and Secure Vehicular Digital Forensics based on Blockchain,M. Li; Y. Chen; C. Lal; M. Conti; M. Alazab; D. Hu,China,"['Hefei University of Technology', 'email yifeichenmailhfuteducn Delft University of Technology', 'University of Padua', 'Charles Darwin University']",2021.0,10.1109/TDSC.2021.3130583,IEEE,3.0
70,70,70,Eunomia: Anonymous and Secure Vehicular Digital Forensics based on Blockchain,M. Li; Y. Chen; C. Lal; M. Conti; M. Alazab; D. Hu,Italy,"['Hefei University of Technology', 'email yifeichenmailhfuteducn Delft University of Technology', 'University of Padua', 'Charles Darwin University']",2021.0,10.1109/TDSC.2021.3130583,IEEE,3.0
71,71,71,Eunomia: Anonymous and Secure Vehicular Digital Forensics based on Blockchain,M. Li; Y. Chen; C. Lal; M. Conti; M. Alazab; D. Hu,Australia,"['Hefei University of Technology', 'email yifeichenmailhfuteducn Delft University of Technology', 'University of Padua', 'Charles Darwin University']",2021.0,10.1109/TDSC.2021.3130583,IEEE,3.0
72,72,72,Eunomia: Anonymous and Secure Vehicular Digital Forensics based on Blockchain,M. Li; Y. Chen; C. Lal; M. Conti; M. Alazab; D. Hu,IT,"['Hefei University of Technology', 'email yifeichenmailhfuteducn Delft University of Technology', 'University of Padua', 'Charles Darwin University']",2021.0,10.1109/TDSC.2021.3130583,IEEE,3.0
73,73,73,Heterogeneous Blockchain and AI-Driven Hierarchical Trust Evaluation for 5G-Enabled Intelligent Transportation Systems,X. Wang; S. Garg; H. Lin; G. Kaddoum; J. Hu; M. M. Hassan,China,"['Fujian Normal University', 'Fujian Province University', 'University of Exeter', 'King Saud University']",2021.0,10.1109/TITS.2021.3129417,IEEE,2.0
74,74,74,Heterogeneous Blockchain and AI-Driven Hierarchical Trust Evaluation for 5G-Enabled Intelligent Transportation Systems,X. Wang; S. Garg; H. Lin; G. Kaddoum; J. Hu; M. M. Hassan,Saudi Arabia,"['Fujian Normal University', 'Fujian Province University', 'University of Exeter', 'King Saud University']",2021.0,10.1109/TITS.2021.3129417,IEEE,2.0
75,75,75,Heterogeneous Blockchain and AI-Driven Hierarchical Trust Evaluation for 5G-Enabled Intelligent Transportation Systems,X. Wang; S. Garg; H. Lin; G. Kaddoum; J. Hu; M. M. Hassan,de,"['Fujian Normal University', 'Fujian Province University', 'University of Exeter', 'King Saud University']",2021.0,10.1109/TITS.2021.3129417,IEEE,2.0
76,76,76,Heterogeneous Blockchain and AI-Driven Hierarchical Trust Evaluation for 5G-Enabled Intelligent Transportation Systems,X. Wang; S. Garg; H. Lin; G. Kaddoum; J. Hu; M. M. Hassan,Canada,"['Fujian Normal University', 'Fujian Province University', 'University of Exeter', 'King Saud University']",2021.0,10.1109/TITS.2021.3129417,IEEE,2.0
77,77,77,Heterogeneous Blockchain and AI-Driven Hierarchical Trust Evaluation for 5G-Enabled Intelligent Transportation Systems,X. Wang; S. Garg; H. Lin; G. Kaddoum; J. Hu; M. M. Hassan,UK,"['Fujian Normal University', 'Fujian Province University', 'University of Exeter', 'King Saud University']",2021.0,10.1109/TITS.2021.3129417,IEEE,2.0
78,78,78,LBlockchainE: A Lightweight Blockchain for Edge IoT-Enabled Maritime Transportation Systems,Y. Jiang; X. Xu; H. Gao; A. D. Rajab; F. Xiao; X. Wang,China,"['Nanjing University of Posts and Telecommunications', 'Shanghai University', 'Najran University', 'Xian JiaotongLiverpool University']",2022.0,10.1109/TITS.2022.3157447,IEEE,1.0
79,79,79,A Blockchain-Based Authentication Scheme and Secure Architecture for IoT-Enabled Maritime Transportation Systems,P. Zhang; Y. Wang; G. S. Aujla; A. Jindal; Y. D. Al-Otaibi,China,"['China University of Petroleum East China', 'Xidian University', 'King Abdulaziz University']",2022.0,10.1109/TITS.2022.3159485,IEEE,1.0
80,80,80,A Blockchain-Based Authentication Scheme and Secure Architecture for IoT-Enabled Maritime Transportation Systems,P. Zhang; Y. Wang; G. S. Aujla; A. Jindal; Y. D. Al-Otaibi,Saudi Arabia,"['China University of Petroleum East China', 'Xidian University', 'King Abdulaziz University']",2022.0,10.1109/TITS.2022.3159485,IEEE,1.0
81,81,81,A Blockchain-Based Authentication Scheme and Secure Architecture for IoT-Enabled Maritime Transportation Systems,P. Zhang; Y. Wang; G. S. Aujla; A. Jindal; Y. D. Al-Otaibi,in,"['China University of Petroleum East China', 'Xidian University', 'King Abdulaziz University']",2022.0,10.1109/TITS.2022.3159485,IEEE,1.0
82,82,82,Secure Crowdsensed Data Trading Based on Blockchain,B. An; M. Xiao; A. Liu; Y. Xu; X. Zhang; Q. Li,China,"['University of Science and Technology of China', 'Soochow University', 'King Abdullah University of Science and Technology', 'Hong Kong Polytechnic University']",2021.0,10.1109/TMC.2021.3107187,IEEE,1.0
83,83,83,Secure Crowdsensed Data Trading Based on Blockchain,B. An; M. Xiao; A. Liu; Y. Xu; X. Zhang; Q. Li,Saudi Arabia,"['University of Science and Technology of China', 'Soochow University', 'King Abdullah University of Science and Technology', 'Hong Kong Polytechnic University']",2021.0,10.1109/TMC.2021.3107187,IEEE,1.0
84,84,84,Secure Crowdsensed Data Trading Based on Blockchain,B. An; M. Xiao; A. Liu; Y. Xu; X. Zhang; Q. Li,Hong Kong,"['University of Science and Technology of China', 'Soochow University', 'King Abdullah University of Science and Technology', 'Hong Kong Polytechnic University']",2021.0,10.1109/TMC.2021.3107187,IEEE,1.0
85,85,85,Online/Offline Rewritable Blockchain with Auditable Outsourced Computation,L. Guo; Q. Wang; W. -C. Yau,China,"['Shanxi University', 'Xiamen University Malaysia']",2021.0,10.1109/TCC.2021.3102031,IEEE,1.0
86,86,86,Online/Offline Rewritable Blockchain with Auditable Outsourced Computation,L. Guo; Q. Wang; W. -C. Yau,Malaysia,"['Shanxi University', 'Xiamen University Malaysia']",2021.0,10.1109/TCC.2021.3102031,IEEE,1.0
87,87,87,Blockchain based AI-enabled Industry 4.0 CPS Protection against Advanced Persistent Threat,Z. Rahman; X. Yi; I. Khalil,Australia,['RMIT University'],2022.0,10.1109/JIOT.2022.3147186,IEEE,0.0
88,88,88,HIBEChain: A Hierarchical Identity-based Blockchain System for Large-Scale IoT,Z. Wan; W. Liu; H. Cui,Australia,"['Shandong University', 'Murdoch University']",2022.0,10.1109/TDSC.2022.3152797,IEEE,0.0
89,89,89,HIBEChain: A Hierarchical Identity-based Blockchain System for Large-Scale IoT,Z. Wan; W. Liu; H. Cui,China,"['Shandong University', 'Murdoch University']",2022.0,10.1109/TDSC.2022.3152797,IEEE,0.0
90,90,90,PartitionChain: A Scalable and Reliable Data Storage Strategy for Permissioned Blockchain,Z. Du; H. -f. Qian; X. Pang,China,['East China Normal University'],2021.0,10.1109/TKDE.2021.3136556,IEEE,0.0
